mnemonic	summary	kind	standard_status_hint	source_section
RESUMESTRMNUM	Error with stream number specified in RESUME qualifier	Error	ydb-extension	MessageRecovery/errors.rst#RESUMESTRMNUM
RESYNCSEQLOW	MUPIP JOURNAL -ROLLBACK -FORWARD -RESYNC=NNNN [0xXXXX] requested is lower than LLLL yyyy which is the starting sequence number of the instance	Error	ydb-extension	MessageRecovery/errors.rst#RESYNCSEQLOW
REUSEINSTNAME	Error with instance name specified in REUSE qualifier	Error	ydb-extension	MessageRecovery/errors.rst#REUSEINSTNAME
RHMISSING	Right-hand side of expression expected	Compile Time Error	ydb-extension	MessageRecovery/errors.rst#RHMISSING
RLBKJNLNOBIMG	Journal file jjjj has NOBEFORE_IMAGE journaling	Information	ydb-extension	MessageRecovery/errors.rst#RLBKJNLNOBIMG
RLBKJNSEQ	Journal seqno of the instance after rollback is xxxx [yyyy]	Information	ydb-extension	MessageRecovery/errors.rst#RLBKJNSEQ
RLBKLOSTTNONLY	ROLLBACK will only create a lost transaction file (database and journal files will not be modified)	Information	ydb-extension	MessageRecovery/errors.rst#RLBKLOSTTNONLY
RLBKNOBIMG	ROLLBACK cannot proceed as database dddd has NOBEFORE_IMAGE journaling	Error	ydb-extension	MessageRecovery/errors.rst#RLBKNOBIMG
RLBKSTRMSEQ	Stream journal seqno of the instance after rollback is Stream nnnn : Seqno dddd [xxxx]	Information	ydb-extension	MessageRecovery/errors.rst#RLBKSTRMSEQ
RLNKCTLRNDWNFL	Relinkctl file for $ZROUTINES directory dddd failed to rundown as it is open by nnnn process(es)	Error	ydb-extension	MessageRecovery/errors.rst#RLNKCTLRNDWNFL
RLNKCTLRNDWNSUC	Relinkctl file for $ZROUTINES directory dddd successfully rundown	Information	ydb-extension	MessageRecovery/errors.rst#RLNKCTLRNDWNSUC
RLNKINTEGINFO	Integrity check completed successfully: xxxx -- called from module yyyy at line zzzz	Information	ydb-extension	MessageRecovery/errors.rst#RLNKINTEGINFO
RLNKRECLATCH	Failed to get latch on relinkctl record for routine name rrrr in $ZROUTINES directory dddd	Error	ydb-extension	MessageRecovery/errors.rst#RLNKRECLATCH
RLNKRECNFL	Conflict on relinkctl file rrrr for $ZROUTINES directory dddd, running an integrity check	Warning	ydb-extension	MessageRecovery/errors.rst#RLNKRECNFL
RLNKSHMLATCH	Failed to get latch on relinkctl shared memory for $ZROUTINES directory dddd	Run Time Error	ydb-extension	MessageRecovery/errors.rst#RLNKSHMLATCH
RMBIGSHARE	File with BIGRECORD specified may only be shared if READONLY	Run Time Error	ydb-extension	MessageRecovery/errors.rst#RMBIGSHARE
RMNOBIGRECORD	File record size requires BIGRECORD parameter	Run Time Error	ydb-extension	MessageRecovery/errors.rst#RMNOBIGRECORD
RMWIDTHPOS	File record size or width must be greater than zero	Run Time Error	ydb-extension	MessageRecovery/errors.rst#RMWIDTHPOS
RMWIDTHTOOBIG	File record size or width too big	Run Time Error	ydb-extension	MessageRecovery/errors.rst#RMWIDTHTOOBIG
RNDWNSEMFAIL	Attempting to acquire gds_rundown semaphore when it is already owned	Run Time Error	ydb-extension	MessageRecovery/errors.rst#RNDWNSEMFAIL
RNDWNSTATSDBFAIL	Rundown of statistics database region RRRR (DB DDDD) failed at/in LLLL with following error: EEEE	Error	ydb-extension	MessageRecovery/errors.rst#RNDWNSTATSDBFAIL
ROLLBKINTERRUPT	Database file xxxx indicates interrupted ROLLBACK. Reissue the MUPIP JOURNAL ROLLBACK command.	Error	ydb-extension	MessageRecovery/errors.rst#ROLLBKINTERRUPT
ROUTINEUNKNOWN	Routine could not be found	Run Time Error	ydb-extension	MessageRecovery/errors.rst#ROUTINEUNKNOWN
RPAREN	List must end with right parenthesis or continue with comma	Error	ydb-extension	MessageRecovery/errors.rst#RPAREN
RPARENMISSING	Right parenthesis expected	Compile Time Error	ydb-extension	MessageRecovery/errors.rst#RPARENMISSING
RPARENREQD	xxxx Right parenthesis expected	Error	ydb-extension	MessageRecovery/errors.rst#RPARENREQD
RSVDBYTE2HIGH	Record size (ssss) is greater than the maximum allowed for region rrrr with Block size (bbbb) and Reserved bytes (cccc)	Run Time Error	ydb-extension	MessageRecovery/errors.rst#RSVDBYTE2HIGH
RSYNCSTRMSUPPLONLY	RSYNC_STRM qualifier only supported for Supplementary Instances	Error	ydb-extension	MessageRecovery/errors.rst#RSYNCSTRMSUPPLONLY
RSYNCSTRMVAL	RSYNC_STRM qualifier can only take on a value from 0 to 15	Error	ydb-extension	MessageRecovery/errors.rst#RSYNCSTRMVAL
RTNLABOFF	Label xxxx and/or offset yyyy not found in routine rrrr	Run Time Error	ydb-extension	MessageRecovery/errors.rst#RTNLABOFF
RTNNAME	Routine name expected here	Compile Time Error	ydb-extension	MessageRecovery/errors.rst#RTNNAME
RTSLOC	At M source location xxxx	Information	ydb-extension	MessageRecovery/errors.rst#RTSLOC
RUNPARAMERR	Error accessing parameter for run command	Run Time Error	ydb-extension	MessageRecovery/errors.rst#RUNPARAMERR
RWARG	This is not a legal argument for a READ command	Compile Time Error	ydb-extension	MessageRecovery/errors.rst#RWARG
SCNDDBNOUPD	Database Updates not allowed on the secondary	Run Time Error	ydb-extension	MessageRecovery/errors.rst#SCNDDBNOUPD
SDSEEKERR	Sequential device seek error - xxxx	Run Time Error	ydb-extension	MessageRecovery/errors.rst#SDSEEKERR
SECNOTSUPPLEMENTARY	ssss is a Supplementary Instance and so cannot act as a source to non-Supplementary Instance iiii	Error	ydb-extension	MessageRecovery/errors.rst#SECNOTSUPPLEMENTARY
SECSHRPATHMAX	gtmsecshr executable path length is greater than maximum (nnnnn)	Run Time Error	ydb-extension	MessageRecovery/errors.rst#SECSHRPATHMAX
SEFCTNEEDSFULLB	Current side effect setting does not permit full Boolean to be turned off	Run Time Error	ydb-extension	MessageRecovery/errors.rst#SEFCTNEEDSFULLB
SEGIS	in xxxx segment yyyy	Information	ydb-extension	MessageRecovery/errors.rst#SEGIS
SELECTFALSE	No argument to $SELECT was true	Run Time Error	ydb-extension	MessageRecovery/errors.rst#SELECTFALSE
SELECTSYNTAX	Argument to xxxx clause is not valid	Error	ydb-extension	MessageRecovery/errors.rst#SELECTSYNTAX
SEMID	Semaphore id nnnn	Information	ydb-extension	MessageRecovery/errors.rst#SEMID
SEMKEYINUSE	Semaphore key xxxx is already in use (possibly by an older version)	Error	ydb-extension	MessageRecovery/errors.rst#SEMKEYINUSE
SEMREMOVED	Semaphore id xxxx removed from the system	Information	ydb-extension	MessageRecovery/errors.rst#SEMREMOVED
SEMWT2LONG	Process wwww waited ssss second(s) for the llll lock for region rrrr, lock held by pid pppp	Run Time Error	ydb-extension	MessageRecovery/errors.rst#SEMWT2LONG
SERVERERR	Severe error on server: xxxx	Error	ydb-extension	MessageRecovery/errors.rst#SERVERERR
SETECODE	Non-empty value assigned to $ECODE (user-defined error trap)	Run Time Error	ydb-extension	MessageRecovery/errors.rst#SETECODE
SETENVFAIL	"VIEW ""SETENV"":""eeee"" failed in setenv() system call"	Run Time Error	ydb-extension	MessageRecovery/errors.rst#SETENVFAIL
SETEXTRENV	Database files are missing or Instance is frozen; supply the database files, wait for the freeze to lift or define ydb_extract_nocol/gtm_extract_nocol to extract possibly incorrect collation	Error	ydb-extension	MessageRecovery/errors.rst#SETEXTRENV
SETINSETTRIGONLY	ISV iiii can only be modified in a 'SET' type trigger	Run Time Error	ydb-extension	MessageRecovery/errors.rst#SETINSETTRIGONLY
SETINTRIGONLY	ISV iiii cannot be modified outside of the trigger environment	Run Time Error	ydb-extension	MessageRecovery/errors.rst#SETINTRIGONLY
SETITIMERFAILED	A setitimer() call returned an error status of ssss	Fatal	ydb-extension	MessageRecovery/errors.rst#SETITIMERFAILED
SETQUALPROB	Error getting qqqq qualifier value	Error	ydb-extension	MessageRecovery/errors.rst#SETQUALPROB
SETREG2RESYNC	Setting resync sequence number xxxx to region sequence number yyyy for database zzzz	Information	ydb-extension	MessageRecovery/errors.rst#SETREG2RESYNC
SETSOCKOPTERR	Setting the socket attribute xxxx failed: (errno == aaaa) yyyy	Run Time Error	ydb-extension	MessageRecovery/errors.rst#SETSOCKOPTERR
SETZDIR	Cannot change working directory to xxxx	Run Time Error	ydb-extension	MessageRecovery/errors.rst#SETZDIR
SETZDIRTOOLONG	$ZDIR value specified is xxxx bytes long which is greater than the allowed maximum of yyyy bytes	Run Time Error	ydb-extension	MessageRecovery/errors.rst#SETZDIRTOOLONG
SHEBANGMEXT	xxxx needs a .m extension to be a valid shebang script	Information	ydb-extension	MessageRecovery/errors.rst#SHEBANGMEXT
SHMHUGETLB	Could not back shared memory with huge pages, using base pages instead ffff	Warning	ydb-extension	MessageRecovery/errors.rst#SHMHUGETLB
SHMLOCK	Could not pin shared memory into physical memory	Warning	ydb-extension	MessageRecovery/errors.rst#SHMLOCK
SHMPLRECOV	Shared memory pool block recovery invoked for region xxxx	Information	ydb-extension	MessageRecovery/errors.rst#SHMPLRECOV
SHMREMOVED	Removed Shared Memory id mmmm corresponding to file ffff	Information	ydb-extension	MessageRecovery/errors.rst#SHMREMOVED
SHUT2QUICK	Shutdown timeout ssss shorter than the heartbeat period SSSS; cannot confirm the backlog at the replicating instance iiii	Warning	ydb-extension	MessageRecovery/errors.rst#SHUT2QUICK
SIDEEFFECTEVAL	Extrinsic ($$), External call ($&) or $INCREMENT() with potential side effects in actuallist, function arguments, non-Boolean binary operands or subscripts	Warning	ydb-extension	MessageRecovery/errors.rst#SIDEEFFECTEVAL
SIGACCERR	Signal was caused by invalid permissions for mapped object	Run Time Error	ydb-extension	MessageRecovery/errors.rst#SIGACCERR
SIGACKTIMEOUT	Signal completion acknowledgement timeout: xxxx	Run Time Error	ydb-extension	MessageRecovery/errors.rst#SIGACKTIMEOUT
SIGADRALN	Signal was caused by invalid address alignment	Run Time Error	ydb-extension	MessageRecovery/errors.rst#SIGADRALN
SIGADRERR	Signal was caused by a non-existent physical address	Run Time Error	ydb-extension	MessageRecovery/errors.rst#SIGADRERR
SIGBADSTK	Signal was caused by an internal stack error	Run Time Error	ydb-extension	MessageRecovery/errors.rst#SIGBADSTK
SIGCOPROC	Signal was caused by a coprocessor error	Run Time Error	ydb-extension	MessageRecovery/errors.rst#SIGCOPROC
SIGFLTDIV	Signal was caused by a floating point divide by zero	Run Time Error	ydb-extension	MessageRecovery/errors.rst#SIGFLTDIV
SIGFLTINV	Signal was caused by an invalid floating point operation	Run Time Error	ydb-extension	MessageRecovery/errors.rst#SIGFLTINV
SIGFLTOVF	Signal was caused by a floating point overflow	Run Time Error	ydb-extension	MessageRecovery/errors.rst#SIGFLTOVF
SIGFLTRES	Signal was caused by a floating point inexact result	Run Time Error	ydb-extension	MessageRecovery/errors.rst#SIGFLTRES
SIGFLTUND	Signal was caused by a floating point underflow	Run Time Error	ydb-extension	MessageRecovery/errors.rst#SIGFLTUND
SIGGORTNTIMEOUT	Shutdown of signal goroutines timed out	Warning	ydb-extension	MessageRecovery/errors.rst#SIGGORTNTIMEOUT
SIGILLADR	Signal was caused by illegal addressing mode	Run Time Error	ydb-extension	MessageRecovery/errors.rst#SIGILLADR
SIGILLOPC	Signal was caused by an illegal opcode	Run Time Error	ydb-extension	MessageRecovery/errors.rst#SIGILLOPC
SIGILLOPN	Signal was caused by an illegal operand	Run Time Error	ydb-extension	MessageRecovery/errors.rst#SIGILLOPN
SIGILLTRP	Signal was caused by an illegal trap	Run Time Error	ydb-extension	MessageRecovery/errors.rst#SIGILLTRP
SIGINTDIV	Signal was caused by an integer divided by zero	Run Time Error	ydb-extension	MessageRecovery/errors.rst#SIGINTDIV
SIGINTOVF	Signal was caused by an integer overflow	Run Time Error	ydb-extension	MessageRecovery/errors.rst#SIGINTOVF
SIGMAPERR	Signal was caused by an address not mapped to an object	Run Time Error	ydb-extension	MessageRecovery/errors.rst#SIGMAPERR
SIGOBJERR	Signal was caused by an object specific hardware error	Run Time Error	ydb-extension	MessageRecovery/errors.rst#SIGOBJERR
SIGPRVOPC	Signal was caused by a privileged opcode	Run Time Error	ydb-extension	MessageRecovery/errors.rst#SIGPRVOPC
SIGPRVREG	Signal was caused by a privileged register	Run Time Error	ydb-extension	MessageRecovery/errors.rst#SIGPRVREG
SIMPLEAPINEST	Attempt to nest call of xxxx with a call to yyyy - nesting calls is not permitted in the Simple API	Run Time Error	ydb-extension	MessageRecovery/errors.rst#SIMPLEAPINEST
SIMPLEAPINOTALLOWED	Process cannot switch to using Simple API while already using threaded Simple API	Run Time Error	ydb-extension	MessageRecovery/errors.rst#SIMPLEAPINOTALLOWED
SIZENOTVALID4	Size (in bytes) must be either 1, 2, or 4	Run Time Error	ydb-extension	MessageRecovery/errors.rst#SIZENOTVALID4
SIZENOTVALID8	Size (in bytes) must be either 1, 2, 4, or 8	Run Time Error	ydb-extension	MessageRecovery/errors.rst#SIZENOTVALID8
SOCKACCEPT	Socket accept failed	Run Time Error	ydb-extension	MessageRecovery/errors.rst#SOCKACCEPT
SOCKACPT	Error accepting socket connection	Run Time Error	ydb-extension	MessageRecovery/errors.rst#SOCKACPT
SOCKBFNOTEMPTY	Socket buffer size cannot be set to xxxx due to aaaa bytes of buffered data. Read first.	Run Time Error	ydb-extension	MessageRecovery/errors.rst#SOCKBFNOTEMPTY
SOCKBIND	Error in binding socket	Run Time Error	ydb-extension	MessageRecovery/errors.rst#SOCKBIND
SOCKBLOCKERR	WRITE /BLOCK error: dddd	Run Time Error	ydb-extension	MessageRecovery/errors.rst#SOCKBLOCKERR
SOCKCLOSE	Error closing socket: (errno == aaaa) xxxx	Error	ydb-extension	MessageRecovery/errors.rst#SOCKCLOSE
SOCKETEXIST	Socket xxxx already exists	Run Time Error	ydb-extension	MessageRecovery/errors.rst#SOCKETEXIST
SOCKINIT	Error initializing socket: (errno == aaaa) xxxx	Run Time Error	ydb-extension	MessageRecovery/errors.rst#SOCKINIT
SOCKLISTEN	Error listening on a socket	Run Time Error	ydb-extension	MessageRecovery/errors.rst#SOCKLISTEN
SOCKMAX	Attempt to exceed maximum sockets (xxx) for the SOCKET device	Run Time Error	ydb-extension	MessageRecovery/errors.rst#SOCKMAX
SOCKNOTFND	Socket xxxx not found	Run Time Error	ydb-extension	MessageRecovery/errors.rst#SOCKNOTFND
SOCKNOTPASSED	Socket message contained no passed socket descriptors	Run Time Error	ydb-extension	MessageRecovery/errors.rst#SOCKNOTPASSED
SOCKPASS	Socket pass failed	Run Time Error	ydb-extension	MessageRecovery/errors.rst#SOCKPASS
SOCKPASSDATAMIX	Attempt to use a LOCAL socket for both READ/WRITE and PASS/ACCEPT	Run Time Error	ydb-extension	MessageRecovery/errors.rst#SOCKPASSDATAMIX
SOCKWAIT	Error waiting for socket connection	Run Time Error	ydb-extension	MessageRecovery/errors.rst#SOCKWAIT
SOCKWAITARG	nnnn argument to WRITE /WAIT xxxx	Run Time Error	ydb-extension	MessageRecovery/errors.rst#SOCKWAITARG
SOCKWRITE	Write to a socket failed	Run Time Error	ydb-extension	MessageRecovery/errors.rst#SOCKWRITE
SPCLZMSG	The following error message cannot be driven through ZMESSAGE	Run Time Error	ydb-extension	MessageRecovery/errors.rst#SPCLZMSG
SPOREOL	Either a space or an end-of-line was expected but not found	Compile Time Error	ydb-extension	MessageRecovery/errors.rst#SPOREOL
SRCBACKLOGSTATUS	Instance RRRR SSSS	Information	ydb-extension	MessageRecovery/errors.rst#SRCBACKLOGSTATUS
SRCFILERR	Error with source file I/O on file xxxx	Compile Time Error	ydb-extension	MessageRecovery/errors.rst#SRCFILERR
SRCLIN	xxxx yyyy	Information	ydb-extension	MessageRecovery/errors.rst#SRCLIN
SRCLNNTDSP	Source lines exceeding wwww character width are not displayed	Compile Time Error	ydb-extension	MessageRecovery/errors.rst#SRCLNNTDSP
SRCLOC	At column xxxx, line yyyy, source module zzzz	Compile Time Error	ydb-extension	MessageRecovery/errors.rst#SRCLOC
SRCNAM	in source module xxxx	Information	ydb-extension	MessageRecovery/errors.rst#SRCNAM
SRCSRVEXISTS	Source server for secondary instance xxxx is already running with pid yyyy	Error	ydb-extension	MessageRecovery/errors.rst#SRCSRVEXISTS
SRCSRVNOTEXIST	Source server for secondary instance xxxx is not alive	Error	ydb-extension	MessageRecovery/errors.rst#SRCSRVNOTEXIST
SRCSRVTOOMANY	Cannot start more than xxxx source servers in replication instance yyyy	Error	ydb-extension	MessageRecovery/errors.rst#SRCSRVTOOMANY
SRVLCKWT2LNG	PID pppp is holding the source server lock. Waited for mmmm seconds. Now exiting	Error	ydb-extension	MessageRecovery/errors.rst#SRVLCKWT2LNG
SSATTACHSHM	Error while attaching to shared memory identifier iiii	Run Time Error	ydb-extension	MessageRecovery/errors.rst#SSATTACHSHM
SSFILCLNUPFAIL	Error while unlinking snapshot file -- xxxx	Error	ydb-extension	MessageRecovery/errors.rst#SSFILCLNUPFAIL
SSFILOPERR	Error while doing oooo operation on file ffff	Error	ydb-extension	MessageRecovery/errors.rst#SSFILOPERR
SSPREMATEOF	Premature end of file while reading block nnnn of size: bbbb bytes at offset: oooo from zzzz	Error	ydb-extension	MessageRecovery/errors.rst#SSPREMATEOF
SSSHMCLNUPFAIL	Error while doing snapshot shared memory cleanup. Operation -- ssss. Identifier -- dddd	Error	ydb-extension	MessageRecovery/errors.rst#SSSHMCLNUPFAIL
SSTMPCREATE	Cannot create the temporary file in directory dddd for the requested snapshot	Error	ydb-extension	MessageRecovery/errors.rst#SSTMPCREATE
SSTMPDIRSTAT	Cannot access temporary directory dddd	Error	ydb-extension	MessageRecovery/errors.rst#SSTMPDIRSTAT
STACKCRIT	Stack space critical	Run Time Error	ydb-extension	MessageRecovery/errors.rst#STACKCRIT
STACKOFLOW	Stack overflow	Fatal	ydb-extension	MessageRecovery/errors.rst#STACKOFLOW
STACKUNDERFLO	Stack underflow	Run Time Error	ydb-extension	MessageRecovery/errors.rst#STACKUNDERFLO
STAPIFORKEXEC	Calls to YottaDB are not supported after a fork() if threaded Simple API functions were in use in parent. Call exec() first	Run Time Error	ydb-extension	MessageRecovery/errors.rst#STAPIFORKEXEC
STARFILE	Star(*) argument cannot be specified with xxxx	Error	ydb-extension	MessageRecovery/errors.rst#STARFILE
STATCNT	xxxx: Key cnt: yyyy max subsc len: zzzz max data len: wwww	Information	ydb-extension	MessageRecovery/errors.rst#STATCNT
STATSDBERR	Error in/at LLLL attempting to use a statistics database: SSSS	Run Time Error	ydb-extension	MessageRecovery/errors.rst#STATSDBERR
STATSDBFNERR	This database has no accessible statistics database due to the following error: EEEE	Run Time Error	ydb-extension	MessageRecovery/errors.rst#STATSDBFNERR
STATSDBINUSE	Statistics database SSSS is in use with database DDDD so cannot also be used with database OOOO	Run Time Error	ydb-extension	MessageRecovery/errors.rst#STATSDBINUSE
STATSDBMEMERR	Process attempted to create stats block in statistics database SSSS and received SIGBUS--invalid physical address. Check file system space.	Run Time Error	ydb-extension	MessageRecovery/errors.rst#STATSDBMEMERR
STATSDBNOTSUPP	Attempted operation is not supported on statistics database file SSSS	Error	ydb-extension	MessageRecovery/errors.rst#STATSDBNOTSUPP
STDERRALREADYOPEN	STDERR deviceparameter specifies an already open device xxxx	Run Time Error	ydb-extension	MessageRecovery/errors.rst#STDERRALREADYOPEN
STDNULLCOLLREQ	Region rrrr needs Standard Null Collation enabled because global gggg spans through it	Information	ydb-extension	MessageRecovery/errors.rst#STDNULLCOLLREQ
STPCRIT	String pool space critical	Run Time Error	ydb-extension	MessageRecovery/errors.rst#STPCRIT
STPEXPFAIL	Stringpool expansion failed. It could not expand to xxxx bytes.	Run Time Error	ydb-extension	MessageRecovery/errors.rst#STPEXPFAIL
STPOFLOW	String pool space overflow	Fatal	ydb-extension	MessageRecovery/errors.rst#STPOFLOW
STRINGOFLOW	String pool overflow	Compile Time Error	ydb-extension	MessageRecovery/errors.rst#STRINGOFLOW
STRMISSQUOTE	Missing double-quote at end of string specification ssss	Error	ydb-extension	MessageRecovery/errors.rst#STRMISSQUOTE
STRMNUMIS	Stream # is ssss	Information	ydb-extension	MessageRecovery/errors.rst#STRMNUMIS
STRMNUMMISMTCH1	Stream nnnn exists on the receiver instance file but is unknown on the source instance	Error	ydb-extension	MessageRecovery/errors.rst#STRMNUMMISMTCH1
STRMNUMMISMTCH2	Stream nnnn exists on the source instance file but is unknown on the receiver instance	Error	ydb-extension	MessageRecovery/errors.rst#STRMNUMMISMTCH2
STRMSEQMISMTCH	Unable to play update on Stream nnnn with seqno [xxxx] as receiving instance has a different stream seqno [XXXX]	Error	ydb-extension	MessageRecovery/errors.rst#STRMSEQMISMTCH
STRNOTVALID	Error: cannot convert xxxx value to valid value	Error	ydb-extension	MessageRecovery/errors.rst#STRNOTVALID
STRUNXEOR	xxxx unexpected end of record in string subscript	Error	ydb-extension	MessageRecovery/errors.rst#STRUNXEOR
STUCKACT	Process stuck script invoked: rrrr : pppp	Information	ydb-extension	MessageRecovery/errors.rst#STUCKACT
SUB2LONG	Subscript invalid, too long	Error	ydb-extension	MessageRecovery/errors.rst#SUB2LONG
SUBSARRAYNULL	Non-zero number of subscripts xxxx specified but subscript array parameter is NULL in yyyy call	Run Time Error	ydb-extension	MessageRecovery/errors.rst#SUBSARRAYNULL
SUPRCVRNEEDSSUPSRC	Instance iiii is not configured to perform local updates so it cannot act as a receiver for non-Supplementary Instance ssss	Error	ydb-extension	MessageRecovery/errors.rst#SUPRCVRNEEDSSUPSRC
SUSPENDING	Process Received Signal xxxx. Suspending processing on user request or attempt to do terminal I/O while running in the background	Information	ydb-extension	MessageRecovery/errors.rst#SUSPENDING
SVNEXPECTED	Special variable expected in this context	Run Time Error	ydb-extension	MessageRecovery/errors.rst#SVNEXPECTED
SVNONEW	Cannot NEW this special variable	Run Time Error	ydb-extension	MessageRecovery/errors.rst#SVNONEW
SVNOSET	Cannot SET this special variable	Compile Time Error	ydb-extension	MessageRecovery/errors.rst#SVNOSET
SYSCALL	Error received from system call cccc -- called from module xxxx at line yyyy	Run Time Error	ydb-extension	MessageRecovery/errors.rst#SYSCALL
SYSTEMVALUE	Invalid value for $SYSTEM (vvvv)	Run Time Error	ydb-extension	MessageRecovery/errors.rst#SYSTEMVALUE
SYSUTILCONF	Error determining the path for system utility. tttt	Run Time Error	ydb-extension	MessageRecovery/errors.rst#SYSUTILCONF
TCGETATTR	Error while getting terminal attributes on file descriptor xxxx	Run Time Error	ydb-extension	MessageRecovery/errors.rst#TCGETATTR
TCOMMITDISALLOW	TROLLBACK required after an unhandled error in trigger context	Run Time Error	ydb-extension	MessageRecovery/errors.rst#TCOMMITDISALLOW
TCPCONNTIMEOUT	Connection wait timeout (ssss seconds) has expired	Error	ydb-extension	MessageRecovery/errors.rst#TCPCONNTIMEOUT
TCSETATTR	Error while setting terminal attributes on file descriptor xxxx	Run Time Error	ydb-extension	MessageRecovery/errors.rst#TCSETATTR
TERMASTQUOTA	Process AST quota exceeded, cannot open terminal	Run Time Error	ydb-extension	MessageRecovery/errors.rst#TERMASTQUOTA
TERMHANGUP	Terminal has disconnected	Run Time Error	ydb-extension	MessageRecovery/errors.rst#TERMHANGUP
TERMWRITE	Error writing to terminal	Run Time Error	ydb-extension	MessageRecovery/errors.rst#TERMWRITE
TEXT	xxxx	Information	ydb-extension	MessageRecovery/errors.rst#TEXT
TEXTARG	Invalid argument to $TEXT function	Compile Time Error	ydb-extension	MessageRecovery/errors.rst#TEXTARG
THREADEDAPINOTALLOWED	Process cannot switch to using threaded Simple API while already using Simple API	Run Time Error	ydb-extension	MessageRecovery/errors.rst#THREADEDAPINOTALLOWED
TIME2LONG	Specified time value exceeds supported maximum limit xxxx allowed.	Run Time Error	ydb-extension	MessageRecovery/errors.rst#TIME2LONG
TIMERHANDLER	Incorrect SIGALRM handler (xxxx) found by yyyy	Information	ydb-extension	MessageRecovery/errors.rst#TIMERHANDLER
TIMEROVFL	Timer overflow; interval probably too large	Run Time Error	ydb-extension	MessageRecovery/errors.rst#TIMEROVFL
TIMRBADVAL	Bad value specified. Timer not changed.	Error	ydb-extension	MessageRecovery/errors.rst#TIMRBADVAL
TLSCONNINFO	Failed to obtain information on the TLS/SSL connection	Warning	ydb-extension	MessageRecovery/errors.rst#TLSCONNINFO
TLSCONVSOCK	Failed to convert Unix TCP/IP socket to TLS/SSL aware socket	Error	ydb-extension	MessageRecovery/errors.rst#TLSCONVSOCK
TLSDLLNOOPEN	Failed to load YottaDB TLS/SSL library for secure communication	Error	ydb-extension	MessageRecovery/errors.rst#TLSDLLNOOPEN
TLSHANDSHAKE	Connection to remote side using TLS/SSL protocol failed	Error	ydb-extension	MessageRecovery/errors.rst#TLSHANDSHAKE
TLSINIT	Failed to initialize YottaDB TLS/SSL library for secure communication	Error	ydb-extension	MessageRecovery/errors.rst#TLSINIT
TLSIOERROR	Error during TLS/SSL oooo operation	Error	ydb-extension	MessageRecovery/errors.rst#TLSIOERROR
TLSPARAM	TLS parameter pppp eeee	Run Time Error	ydb-extension	MessageRecovery/errors.rst#TLSPARAM
TLSRENEGOTIATE	Failed to renegotiate TLS/SSL connection	Error	ydb-extension	MessageRecovery/errors.rst#TLSRENEGOTIATE
TLVLZERO	Transaction is not in progress	Run Time Error	ydb-extension	MessageRecovery/errors.rst#TLVLZERO
TMPFILENOCRE	Error in MUPIP BACKUP while trying to create temporary file xxxx	Error	ydb-extension	MessageRecovery/errors.rst#TMPFILENOCRE
TMPSTOREMAX	Maximum space for temporary values exceeded	Compile Time Error	ydb-extension	MessageRecovery/errors.rst#TMPSTOREMAX
TNTOOLARGE	Database file xxx has reached the transaction number limit (aaa). Renew database with MUPIP INTEG TN_RESET	Information	ydb-extension	MessageRecovery/errors.rst#TNTOOLARGE
TNWARN	Database file xxx has aaa more transactions to go before reaching the transaction number limit (aaa). Renew database with MUPIP INTEG TN_RESET	Information	ydb-extension	MessageRecovery/errors.rst#TNWARN
TOOMANYCLIENTS	GT.CM is serving the maximum number of clients. Try again later.	Run Time Error	ydb-extension	MessageRecovery/errors.rst#TOOMANYCLIENTS
TOTALBLKMAX	Extension exceeds maximum total blocks. Not extending.	Run Time Error	ydb-extension	MessageRecovery/errors.rst#TOTALBLKMAX
TPCALLBACKINVRETVAL	Invalid return type for TP callback function	Run Time Error	ydb-extension	MessageRecovery/errors.rst#TPCALLBACKINVRETVAL
TPFAIL	Transaction COMMIT failed.	Run Time Error	ydb-extension	MessageRecovery/errors.rst#TPFAIL
TPLOCK	Cannot release LOCK(s) held prior to current TSTART	Run Time Error	ydb-extension	MessageRecovery/errors.rst#TPLOCK
TPMIXUP	xxxx transaction cannot be started within yyyy transaction	Run Time Error	ydb-extension	MessageRecovery/errors.rst#TPMIXUP
TPNOSTATSHARE	"VIEW ""[NO]STATSHARE"" is not allowed inside a TP transaction"	Run Time Error	ydb-extension	MessageRecovery/errors.rst#TPNOSTATSHARE
TPNOSUPPORT	Operation cannot be performed while inside of a TP transaction	Run Time Error	ydb-extension	MessageRecovery/errors.rst#TPNOSUPPORT
TPNOTACID	tttt at xxxx violates ACID properties of a TRANSACTION and could exceed yyyy seconds; $TRESTART = zzzz and indefinite RESTARTs may occur	Information	ydb-extension	MessageRecovery/errors.rst#TPNOTACID
TPQUIT	Cannot QUIT out of a routine with an active transaction	Run Time Error	ydb-extension	MessageRecovery/errors.rst#TPQUIT
TPRESTART	Database mmmm; code: xxxx; blk: yyyy in glbl: ^zzzz; pvtmods: aaaa, blkmods: bbbb, blklvl: cccc, type: dddd, readset: eeee, writeset: ffff, local_tn: gggg, zpos: hhhh	Information	ydb-extension	MessageRecovery/errors.rst#TPRESTART
TPRESTNESTERR	TP restart signaled while handing error - treated as nested error - Use TROLLBACK in error handler to avoid this	Run Time Error	ydb-extension	MessageRecovery/errors.rst#TPRESTNESTERR
